system:index,chirps_precip_mm,date,doy,month,year,.geo
20181228,0.0,2018-12-28 00:00:00,362,12,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181229,0.0,2018-12-29 00:00:00,363,12,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181230,0.0,2018-12-30 00:00:00,364,12,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181231,0.0,2018-12-31 00:00:00,365,12,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101,0.0,2019-01-01 00:00:00,1,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190102,0.7291053503426221,2019-01-02 00:00:00,2,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190103,0.0,2019-01-03 00:00:00,3,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190104,0.0,2019-01-04 00:00:00,4,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190105,0.0,2019-01-05 00:00:00,5,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190106,0.0,2019-01-06 00:00:00,6,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190107,0.0,2019-01-07 00:00:00,7,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190108,0.0,2019-01-08 00:00:00,8,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190109,0.0,2019-01-09 00:00:00,9,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190110,0.0,2019-01-10 00:00:00,10,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190111,0.0,2019-01-11 00:00:00,11,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190112,0.0,2019-01-12 00:00:00,12,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190113,0.0,2019-01-13 00:00:00,13,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190114,0.0,2019-01-14 00:00:00,14,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190115,0.0,2019-01-15 00:00:00,15,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190116,0.0,2019-01-16 00:00:00,16,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190117,0.0,2019-01-17 00:00:00,17,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190118,0.0,2019-01-18 00:00:00,18,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190119,0.0,2019-01-19 00:00:00,19,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190120,0.7604888905087894,2019-01-20 00:00:00,20,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190121,0.0,2019-01-21 00:00:00,21,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190122,0.0,2019-01-22 00:00:00,22,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190123,0.0,2019-01-23 00:00:00,23,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190124,0.0,2019-01-24 00:00:00,24,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190125,0.0,2019-01-25 00:00:00,25,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190126,0.0,2019-01-26 00:00:00,26,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190127,0.2452418282803592,2019-01-27 00:00:00,27,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190128,0.9759683460922716,2019-01-28 00:00:00,28,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190129,0.0,2019-01-29 00:00:00,29,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190130,0.0,2019-01-30 00:00:00,30,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190131,0.0628893481099547,2019-01-31 00:00:00,31,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190201,0.0,2019-02-01 00:00:00,32,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190202,0.0,2019-02-02 00:00:00,33,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190203,0.0,2019-02-03 00:00:00,34,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190204,0.0,2019-02-04 00:00:00,35,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190205,0.0,2019-02-05 00:00:00,36,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190206,0.0,2019-02-06 00:00:00,37,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190207,0.0,2019-02-07 00:00:00,38,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190208,0.0,2019-02-08 00:00:00,39,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190209,0.0176020694458145,2019-02-09 00:00:00,40,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190210,0.0,2019-02-10 00:00:00,41,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190211,0.0,2019-02-11 00:00:00,42,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190212,0.0,2019-02-12 00:00:00,43,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190213,0.5719744200674822,2019-02-13 00:00:00,44,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190214,0.0,2019-02-14 00:00:00,45,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190215,0.423529569993925,2019-02-15 00:00:00,46,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190216,0.0,2019-02-16 00:00:00,47,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190217,0.0,2019-02-17 00:00:00,48,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190218,0.0,2019-02-18 00:00:00,49,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190219,0.0,2019-02-19 00:00:00,50,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190220,1.1299050118790932,2019-02-20 00:00:00,51,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190221,0.0,2019-02-21 00:00:00,52,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190222,0.0,2019-02-22 00:00:00,53,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190223,0.6598626257495469,2019-02-23 00:00:00,54,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190224,0.0,2019-02-24 00:00:00,55,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190225,3.5625837050150126,2019-02-25 00:00:00,56,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190226,2.4158094196356354,2019-02-26 00:00:00,57,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190227,0.2564396670809852,2019-02-27 00:00:00,58,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190228,0.8201580650675193,2019-02-28 00:00:00,59,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190301,1.8061096847478624,2019-03-01 00:00:00,60,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190302,0.0,2019-03-02 00:00:00,61,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190303,0.0,2019-03-03 00:00:00,62,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190304,0.0,2019-03-04 00:00:00,63,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190305,0.0,2019-03-05 00:00:00,64,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190306,4.443562663272965,2019-03-06 00:00:00,65,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190307,0.0,2019-03-07 00:00:00,66,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190308,0.0,2019-03-08 00:00:00,67,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190309,0.0,2019-03-09 00:00:00,68,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190310,0.0,2019-03-10 00:00:00,69,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190311,0.0,2019-03-11 00:00:00,70,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190312,0.0,2019-03-12 00:00:00,71,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190313,0.6836083829466754,2019-03-13 00:00:00,72,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190314,0.0,2019-03-14 00:00:00,73,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190315,0.0,2019-03-15 00:00:00,74,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190316,0.0375512622106915,2019-03-16 00:00:00,75,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190317,0.0,2019-03-17 00:00:00,76,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190318,0.0,2019-03-18 00:00:00,77,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190319,5.047197882586308,2019-03-19 00:00:00,78,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190320,0.0,2019-03-20 00:00:00,79,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190321,0.0,2019-03-21 00:00:00,80,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190322,0.0,2019-03-22 00:00:00,81,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190323,0.6287004629532615,2019-03-23 00:00:00,82,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190324,0.0,2019-03-24 00:00:00,83,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190325,0.0,2019-03-25 00:00:00,84,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190326,0.0,2019-03-26 00:00:00,85,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190327,4.212794657258054,2019-03-27 00:00:00,86,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190328,0.0,2019-03-28 00:00:00,87,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190329,0.0,2019-03-29 00:00:00,88,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190330,0.0,2019-03-30 00:00:00,89,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190331,0.0,2019-03-31 00:00:00,90,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190401,0.0,2019-04-01 00:00:00,91,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190402,0.0,2019-04-02 00:00:00,92,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190403,0.0,2019-04-03 00:00:00,93,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190404,0.0,2019-04-04 00:00:00,94,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190405,0.0,2019-04-05 00:00:00,95,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190406,0.0,2019-04-06 00:00:00,96,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190407,0.4828311652998313,2019-04-07 00:00:00,97,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190408,20.57689655432228,2019-04-08 00:00:00,98,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190409,0.0,2019-04-09 00:00:00,99,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190410,0.0,2019-04-10 00:00:00,100,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190411,2.445276539186309,2019-04-11 00:00:00,101,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190412,0.3168252651633734,2019-04-12 00:00:00,102,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190413,11.893080880284998,2019-04-13 00:00:00,103,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190414,0.0,2019-04-14 00:00:00,104,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190415,0.0,2019-04-15 00:00:00,105,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190416,0.0,2019-04-16 00:00:00,106,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417,0.0883875064764065,2019-04-17 00:00:00,107,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190418,7.936049334929877,2019-04-18 00:00:00,108,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190419,0.6789851124318822,2019-04-19 00:00:00,109,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190420,0.0,2019-04-20 00:00:00,110,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190421,0.0,2019-04-21 00:00:00,111,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190422,0.0003250297595139979,2019-04-22 00:00:00,112,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190423,0.2120309206199329,2019-04-23 00:00:00,113,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190424,2.6908187585868686,2019-04-24 00:00:00,114,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190425,1.6892896154295023,2019-04-25 00:00:00,115,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190426,0.5322605689860279,2019-04-26 00:00:00,116,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190427,0.0,2019-04-27 00:00:00,117,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190428,0.0,2019-04-28 00:00:00,118,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190429,0.0,2019-04-29 00:00:00,119,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190430,0.0,2019-04-30 00:00:00,120,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190501,5.315031913139244,2019-05-01 00:00:00,121,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190502,3.032998122860518,2019-05-02 00:00:00,122,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190503,7.613164773358092,2019-05-03 00:00:00,123,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190504,6.51407929818976,2019-05-04 00:00:00,124,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190505,5.40769343341436,2019-05-05 00:00:00,125,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190506,7.807340274252353,2019-05-06 00:00:00,126,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190507,8.213639946866275,2019-05-07 00:00:00,127,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190508,6.02122932461861,2019-05-08 00:00:00,128,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190509,6.475773204800199,2019-05-09 00:00:00,129,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190510,5.34812345390377,2019-05-10 00:00:00,130,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190511,0.8340372129282214,2019-05-11 00:00:00,131,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190512,0.0,2019-05-12 00:00:00,132,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190513,0.0,2019-05-13 00:00:00,133,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190514,17.830353738920007,2019-05-14 00:00:00,134,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190515,0.0,2019-05-15 00:00:00,135,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190516,6.3886402995256,2019-05-16 00:00:00,136,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190517,12.646891364348626,2019-05-17 00:00:00,137,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190518,3.5288813272720474,2019-05-18 00:00:00,138,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190519,0.0,2019-05-19 00:00:00,139,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190520,3.2801655415524555,2019-05-20 00:00:00,140,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190521,7.968125383203866,2019-05-21 00:00:00,141,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190522,4.0926251812291685,2019-05-22 00:00:00,142,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190523,5.380046203269722,2019-05-23 00:00:00,143,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190524,8.276543243560988,2019-05-24 00:00:00,144,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190525,1.4756936860508367,2019-05-25 00:00:00,145,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190526,0.0,2019-05-26 00:00:00,146,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190527,7.896491511216841,2019-05-27 00:00:00,147,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190528,12.686264223448852,2019-05-28 00:00:00,148,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190529,18.16577676624781,2019-05-29 00:00:00,149,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190530,1.94974235243398,2019-05-30 00:00:00,150,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190531,10.771586549386756,2019-05-31 00:00:00,151,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190601,0.1325307767634781,2019-06-01 00:00:00,152,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190602,6.852317086990039,2019-06-02 00:00:00,153,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190603,16.338939745999625,2019-06-03 00:00:00,154,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190604,8.570696558986036,2019-06-04 00:00:00,155,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190605,1.9332394872597185,2019-06-05 00:00:00,156,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190606,5.393708111617366,2019-06-06 00:00:00,157,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190607,0.5853844058669387,2019-06-07 00:00:00,158,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190608,1.2857821920643682,2019-06-08 00:00:00,159,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190609,0.0,2019-06-09 00:00:00,160,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190610,22.26649290572196,2019-06-10 00:00:00,161,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190611,3.533569301698978,2019-06-11 00:00:00,162,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190612,12.854610230484058,2019-06-12 00:00:00,163,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190613,6.773594163015124,2019-06-13 00:00:00,164,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190614,3.732225599904775,2019-06-14 00:00:00,165,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190615,3.574478990977009,2019-06-15 00:00:00,166,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190616,4.942941465018316,2019-06-16 00:00:00,167,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190617,9.906674191435492,2019-06-17 00:00:00,168,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190618,0.0,2019-06-18 00:00:00,169,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190619,0.0,2019-06-19 00:00:00,170,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190620,4.489107261456727,2019-06-20 00:00:00,171,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190621,18.19946629476639,2019-06-21 00:00:00,172,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190622,32.99944932406146,2019-06-22 00:00:00,173,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190623,3.5164379639501977,2019-06-23 00:00:00,174,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190624,1.8685218142503128,2019-06-24 00:00:00,175,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190625,0.0,2019-06-25 00:00:00,176,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190626,5.435788971883986,2019-06-26 00:00:00,177,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190627,1.201863842363862,2019-06-27 00:00:00,178,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190628,0.0659748005085722,2019-06-28 00:00:00,179,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190629,5.935250181027361,2019-06-29 00:00:00,180,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190630,10.351472300568084,2019-06-30 00:00:00,181,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190701,4.911464730481517,2019-07-01 00:00:00,182,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190702,0.0,2019-07-02 00:00:00,183,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190703,0.0,2019-07-03 00:00:00,184,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190704,0.0,2019-07-04 00:00:00,185,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190705,0.0,2019-07-05 00:00:00,186,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190706,0.0,2019-07-06 00:00:00,187,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190707,0.0,2019-07-07 00:00:00,188,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190708,12.918654739026929,2019-07-08 00:00:00,189,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190709,3.868583275537008,2019-07-09 00:00:00,190,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190710,5.858682421040653,2019-07-10 00:00:00,191,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190711,0.0,2019-07-11 00:00:00,192,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190712,0.0477193191848594,2019-07-12 00:00:00,193,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190713,12.417657844002589,2019-07-13 00:00:00,194,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190714,4.414439027226183,2019-07-14 00:00:00,195,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190715,13.839365660135742,2019-07-15 00:00:00,196,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190716,5.015006406732586,2019-07-16 00:00:00,197,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190717,2.5193501345017,2019-07-17 00:00:00,198,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190718,3.1235811157843414,2019-07-18 00:00:00,199,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190719,2.7368059143005947,2019-07-19 00:00:00,200,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190720,0.0146209768269551,2019-07-20 00:00:00,201,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190721,2.636836965836252,2019-07-21 00:00:00,202,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190722,12.40964144163199,2019-07-22 00:00:00,203,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190723,10.641798639123868,2019-07-23 00:00:00,204,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190724,1.7286250390595914,2019-07-24 00:00:00,205,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190725,3.976451072020867,2019-07-25 00:00:00,206,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190726,5.291173323545294,2019-07-26 00:00:00,207,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190727,0.0,2019-07-27 00:00:00,208,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190728,0.0,2019-07-28 00:00:00,209,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190729,0.0,2019-07-29 00:00:00,210,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190730,3.903189812515399,2019-07-30 00:00:00,211,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190731,4.949284068571472,2019-07-31 00:00:00,212,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190801,0.2510480660140119,2019-08-01 00:00:00,213,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190802,19.19740152062837,2019-08-02 00:00:00,214,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190803,25.10557308756685,2019-08-03 00:00:00,215,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190804,8.814676193283061,2019-08-04 00:00:00,216,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190805,0.0082270019083519,2019-08-05 00:00:00,217,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190806,0.0,2019-08-06 00:00:00,218,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190807,1.272442282024914,2019-08-07 00:00:00,219,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190808,7.13170989715305,2019-08-08 00:00:00,220,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190809,2.9014500851139933,2019-08-09 00:00:00,221,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190810,7.909422479928958,2019-08-10 00:00:00,222,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190811,0.4980937164635086,2019-08-11 00:00:00,223,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190812,0.0,2019-08-12 00:00:00,224,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190813,0.0,2019-08-13 00:00:00,225,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190814,0.0,2019-08-14 00:00:00,226,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190815,11.972169807570529,2019-08-15 00:00:00,227,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190816,0.0,2019-08-16 00:00:00,228,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190817,8.429738546188853,2019-08-17 00:00:00,229,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190818,12.099370799143276,2019-08-18 00:00:00,230,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190819,21.030709693559004,2019-08-19 00:00:00,231,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190820,5.844607971188955,2019-08-20 00:00:00,232,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190821,11.413851633498794,2019-08-21 00:00:00,233,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190822,12.99087698910522,2019-08-22 00:00:00,234,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190823,2.009669056947749,2019-08-23 00:00:00,235,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190824,0.5739397854538438,2019-08-24 00:00:00,236,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190825,0.5278243424167826,2019-08-25 00:00:00,237,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190826,1.6321398656816088,2019-08-26 00:00:00,238,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190827,4.604540578862999,2019-08-27 00:00:00,239,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
